id,name,position,height_2024,inches_2024,old_height,old_inches,new_height,new_inches,change_24_25,change_25_26,total_change,br_id
666310,Bo Naylor,C,"6' 0""",72,"6'0""",72,"5'9""",69,0,-3,-3,naylobo01
547179,Michael Lorenzen,P,"6' 3""",75,"6'3""",75,"6'1""",73,0,-2,-2,lorenmi01
682668,Luisangel Acuña,2B,"5' 8""",68,"5'8""",68,"5'7""",67,0,-1,-1,redirect.fcgi?player=1&amp;mlb_ID=682668
677942,Blaze Alexander,SS,"5' 11""",71,"6'0""",72,"5'11""",71,1,-1,0,alexabl01
669397,Nick Allen,SS,"5' 8""",68,"5'8""",68,"5'7""",67,0,-1,-1,allenni02
680718,Addison Barger,3B,"6' 0""",72,"6'0""",72,"5'11""",71,0,-1,-1,bargead01
663698,Joey Bart,C,"6' 2""",74,"6'3""",75,"6'2""",74,1,-1,0,bartjo01
643217,Andrew Benintendi,LF,"5' 9""",69,"5'10""",70,"5'9""",69,1,-1,0,beninan01
605141,Mookie Betts,SS,"5' 9""",69,"5'10""",70,"5'9""",69,1,-1,0,bettsmo01
664761,Alec Bohm,3B,"6' 5""",77,"6'5""",77,"6'4""",76,0,-1,-1,bohmal01
608324,Alex Bregman,3B,"6' 0""",72,"5'11""",71,"5'10""",70,-1,-1,-2,bregmal01
683737,Michael Busch,1B,"6' 1""",73,"6'0""",72,"5'11""",71,-1,-1,-2,buschmi02
676130,José Buttó,P,"6' 1""",73,"6'1""",73,"6'0""",72,0,-1,-1,buttojo01
621439,Byron Buxton,CF,"6' 2""",74,"6'2""",74,"6'1""",73,0,-1,-1,buxtoby01
676609,José Caballero,SS,"5' 9""",69,"5'10""",70,"5'9""",69,1,-1,0,cabaljo01
666185,Dylan Carlson,LF,"6' 2""",74,"6'2""",74,"6'1""",73,0,-1,-1,carlsdy01
694497,Evan Carter,CF,"6' 2""",74,"6'3""",75,"6'2""",74,1,-1,0,carteev01
664199,Taylor Clarke,P,"6' 4""",76,"6'4""",76,"6'3""",75,0,-1,-1,clarkta01
575929,Willson Contreras,1B,"6' 1""",73,"6'1""",73,"6'0""",72,0,-1,-1,contrwi01
630105,Jake Cronenworth,2B,"6' 0""",72,"6'0""",72,"5'11""",71,0,-1,-1,croneja01
680779,Henry Davis,C,"6' 0""",72,"6'0""",72,"5'11""",71,0,-1,-1,davishe01
676356,Jonny DeLuca,CF,"6' 0""",72,"5'11""",71,"5'10""",70,-1,-1,-2,delucjo01
650490,Yandy Díaz,1B,"6' 2""",74,"6'1""",73,"6'0""",72,-1,-1,-2,diazya01
643289,Mauricio Dubón,2B,"6' 0""",72,"6'0""",72,"5'11""",71,0,-1,-1,dubonma01
680776,Jarren Duran,LF,"6' 2""",74,"6'1""",73,"6'0""",72,-1,-1,-2,duranja01
669289,Santiago Espinal,3B,"5' 10""",70,"5'10""",70,"5'9""",69,0,-1,-1,espinsa01
664034,Ty France,1B,"5' 11""",71,"5'11""",71,"5'10""",70,0,-1,-1,francty01
693304,Nick Gonzales,2B,"5' 9""",69,"5'9""",69,"5'8""",68,0,-1,-1,gonzani01
696100,Hunter Goodman,C,"5' 11""",71,"6'0""",72,"5'11""",71,1,-1,0,goodmhu01
666152,David Hamilton,2B,"5' 10""",70,"5'11""",71,"5'10""",70,1,-1,0,hamilda03
664023,Ian Happ,LF,"6' 0""",72,"5'11""",71,"5'10""",70,-1,-1,-2,happia01
547180,Bryce Harper,1B,"6' 3""",75,"6'2""",74,"6'1""",73,-1,-1,-2,harpebr03
671739,Michael Harris II,CF,"6' 0""",72,"6'0""",72,"5'11""",71,0,-1,-1,harrimi04
669720,Austin Hays,LF,"5' 11""",71,"5'11""",71,"5'10""",70,0,-1,-1,haysau01
687462,Spencer Horwitz,1B,"5' 10""",70,"5'11""",71,"5'10""",70,1,-1,0,horwisp01
663697,Jonathan India,2B,"6' 0""",72,"5'11""",71,"5'10""",70,-1,-1,-2,indiajo01
680777,Ryan Jeffers,C,"6' 4""",76,"6'3""",75,"6'2""",74,-1,-1,-2,jeffery01
657656,Ramón Laureano,RF,"5' 11""",71,"5'10""",70,"5'9""",69,-1,-1,-2,laurera01
679845,Nick Loftin,LF,"6' 0""",72,"6'0""",72,"5'11""",71,0,-1,-1,loftini01
664040,Brandon Lowe,2B,"5' 10""",70,"5'10""",70,"5'9""",69,0,-1,-1,lowebr01
666139,Josh Lowe,RF,"6' 4""",76,"6'4""",76,"6'3""",75,0,-1,-1,lowejo01
700932,Kyle Manzardo,1B,"6' 0""",72,"6'0""",72,"5'11""",71,0,-1,-1,manzaky01
668885,Austin Martin,CF,"5' 11""",71,"5'11""",71,"5'10""",70,0,-1,-1,martiau01
622761,Jorge Mateo,SS,"6' 1""",73,"6'1""",73,"6'0""",72,0,-1,-1,mateojo01
543510,James McCann,C,"6' 3""",75,"6'3""",75,"6'2""",74,0,-1,-1,mccanja02
664983,Jake McCarthy,CF,"6' 2""",74,"6'1""",73,"6'0""",72,-1,-1,-2,mccarja02
656716,Zach McKinstry,3B,"6' 0""",72,"6'0""",72,"5'11""",71,0,-1,-1,mckinza01
680574,Matt McLain,2B,"5' 8""",68,"5'9""",69,"5'8""",68,1,-1,0,mclaima01
701538,Jackson Merrill,CF,"6' 3""",75,"6'3""",75,"6'2""",74,0,-1,-1,merrija01
686452,Drew Millas,C,"6' 0""",72,"6'1""",73,"6'0""",72,1,-1,0,milladr01
666160,Mickey Moniak,RF,"6' 2""",74,"6'2""",74,"6'1""",73,0,-1,-1,moniami01
656775,Cedric Mullins,CF,"5' 9""",69,"5'8""",68,"5'7""",67,-1,-1,-2,mullice01
665966,Carlos Narváez,C,"5' 11""",71,"6'0""",72,"5'11""",71,1,-1,0,redirect.fcgi?player=1&amp;mlb_ID=665966
607043,Brandon Nimmo,LF,"6' 3""",75,"6'2""",74,"6'1""",73,-1,-1,-2,nimmobr01
641933,Tyler O'Neill,RF,"5' 11""",71,"5'10""",70,"5'9""",69,-1,-1,-2,oneilty01
680700,Richie Palacios,LF,"5' 10""",70,"5'9""",69,"5'8""",68,-1,-1,-2,palacri01
665161,Jeremy Peña,SS,"6' 0""",72,"6'1""",73,"6'0""",72,1,-1,0,penaje02
521692,Salvador Perez,C,"6' 3""",75,"6'3""",75,"6'2""",74,0,-1,-1,perezsa02
608701,Rob Refsnyder,RF,"6' 0""",72,"6'0""",72,"5'11""",71,0,-1,-1,refsnro01
650859,Luis Rengifo,3B,"5' 10""",70,"5'10""",70,"5'9""",69,0,-1,-1,rengilu01
663586,Austin Riley,3B,"6' 3""",75,"6'2""",74,"6'1""",73,-1,-1,-2,rileyau01
668670,Jake Rogers,C,"6' 1""",73,"6'0""",72,"5'11""",71,-1,-1,-2,rogerja03
500743,Miguel Rojas,2B,"6' 0""",72,"5'11""",71,"5'10""",70,-1,-1,-2,rojasmi02
642708,Amed Rosario,3B,"6' 2""",74,"6'2""",74,"6'1""",73,0,-1,-1,rosaram01
660688,Keibert Ruiz,C,"6' 0""",72,"6'0""",72,"5'11""",71,0,-1,-1,ruizke01
668939,Adley Rutschman,C,"6' 2""",74,"6'2""",74,"6'1""",73,0,-1,-1,rutscad01
660821,Jesús Sánchez,RF,"6' 3""",75,"6'4""",76,"6'3""",75,1,-1,0,sanchje02
676914,Davis Schneider,LF,"5' 9""",69,"5'9""",69,"5'8""",68,0,-1,-1,schneda03
687363,Victor Scott II,CF,"5' 10""",70,"5'11""",71,"5'10""",70,1,-1,0,scottvi01
624585,Jorge Soler,RF,"6' 4""",76,"6'4""",76,"6'3""",75,0,-1,-1,solerjo01
624641,Edmundo Sosa,2B,"6' 0""",72,"6'0""",72,"5'11""",71,0,-1,-1,sosaed01
519317,Giancarlo Stanton,DH,"6' 6""",78,"6'6""",78,"6'5""",77,0,-1,-1,stantmi03
681082,Bryson Stott,2B,"6' 3""",75,"6'1""",73,"6'0""",72,-2,-1,-3,stottbr01
621438,Tyrone Taylor,CF,"6' 1""",73,"6'1""",73,"6'0""",72,0,-1,-1,tayloty01
677588,José Tena,3B,"5' 11""",71,"5'11""",71,"5'10""",70,0,-1,-1,tenajo01
650402,Gleyber Torres,2B,"6' 1""",73,"5'11""",71,"5'10""",70,-2,-1,-3,torregl01
545361,Mike Trout,RF,"6' 2""",74,"6'2""",74,"6'1""",73,0,-1,-1,troutmi01
663656,Kyle Tucker,RF,"6' 4""",76,"6'4""",76,"6'3""",75,0,-1,-1,tuckeky01
663837,Matt Vierling,CF,"6' 3""",75,"6'2""",74,"6'1""",73,-1,-1,-2,vierlma01
668723,Ryan Vilade,RF,"6' 2""",74,"6'2""",74,"6'1""",73,0,-1,-1,viladry01
573262,Mike Yastrzemski,RF,"5' 10""",70,"5'11""",71,"5'10""",70,1,-1,0,yastrmi01
671096,Andrew Abbott,P,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,abbotan01
682928,CJ Abrams,SS,"6' 2""",74,"6'0""",72,"6'0""",72,-2,0,-2,abramcj01
650556,Bryan Abreu,P,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,abreubr01
677800,Wilyer Abreu,RF,"5' 10""",70,"5'10""",70,"5'10""",70,0,0,0,abreuwi02
660670,Ronald Acuña Jr.,RF,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,acunaro01
642715,Willy Adames,SS,"6' 1""",73,"6'0""",72,"6'0""",72,-1,0,-1,adamewi01
666176,Jo Adell,CF,"6' 3""",75,"6'2""",74,"6'2""",74,-1,0,-1,adelljo01
645277,Ozzie Albies,2B,"5' 8""",68,"5'7""",67,"5'7""",67,-1,0,-1,albieoz01
641302,Tyler Alexander,P,"6' 2""",74,"6'1""",73,"6'1""",73,-1,0,-1,alexaty01
624413,Pete Alonso,1B,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,alonspe01
514888,Jose Altuve,LF,"5' 6""",66,"5'6""",66,"5'6""",66,0,0,0,altuvjo01
621237,José Alvarado,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,alvarjo03
682626,Francisco Alvarez,C,"5' 10""",70,"5'10""",70,"5'10""",70,0,0,0,alvarfr01
670541,Yordan Alvarez,LF,"6' 5""",77,"6'4""",76,"6'4""",76,-1,0,-1,alvaryo01
665804,Miguel Amaya,C,"6' 0""",72,"6'1""",73,"6'1""",73,1,0,1,amayami01
681982,Grant Anderson,P,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,andergr01
609280,Miguel Andujar,LF,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,andujmi01
666018,Jonathan Aranda,1B,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,arandjo01
571448,Nolan Arenado,3B,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,arenano01
672356,Gabriel Arias,SS,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,ariasga01
542888,Shawn Armstrong,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,armstsh01
668227,Randy Arozarena,LF,"5' 11""",71,"5'10""",70,"5'10""",70,-1,0,-1,arozara01
676879,Aaron Ashby,P,"6' 1""",73,"6'0""",72,"6'0""",72,-1,0,-1,ashbyaa01
677952,Braxton Ashcraft,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,redirect.fcgi?player=1&amp;mlb_ID=677952
668933,Graham Ashcraft,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,ashcrgr01
696147,Sam Bachman,P,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,bachmsa01
664056,Harrison Bader,LF,"6' 0""",72,"5'11""",71,"5'11""",71,-1,0,-1,baderha01
595879,Javier Báez,CF,"6' 0""",72,"5'11""",71,"5'11""",71,-1,0,-1,baezja01
672275,Patrick Bailey,C,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,bailepa01
641329,Bryan Baker,P,"6' 6""",78,"6'6""",78,"6'6""",78,0,0,0,bakerbr01
621383,Tanner Banks,P,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,banksta01
605130,Scott Barlow,P,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,barlosc01
678489,Jorge Barrosa,LF,"5' 5""",65,"5'6""",66,"5'6""",66,1,0,1,barrojo01
605135,Chris Bassitt,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,bassich01
683146,Brett Baty,3B,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,batybr01
641343,Jake Bauers,1B,"5' 11""",71,"6'0""",72,"6'0""",72,1,0,1,bauerja01
669358,Shane Baz,P,"6' 2""",74,"6'3""",75,"6'3""",75,1,0,1,bazsh01
660825,Eduard Bazardo,P,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,bazared01
687597,Jordan Beck,LF,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,beckjo01
670280,David Bednar,P,"6' 0""",72,"6'1""",73,"6'1""",73,1,0,1,bednada01
656222,Jalen Beeks,P,"5' 11""",71,"5'11""",71,"5'11""",71,0,0,0,beeksja02
690925,Clayton Beeter,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,beetecl01
605137,Josh Bell,1B,"6' 4""",76,"6'3""",75,"6'3""",75,-1,0,-1,belljo02
641355,Cody Bellinger,LF,"6' 4""",76,"6'3""",75,"6'3""",75,-1,0,-1,bellico01
678394,Brayan Bello,P,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,bellobr01
669622,Anthony Bender,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,bendean01
666181,Will Benson,LF,"6' 5""",77,"6'4""",76,"6'4""",76,-1,0,-1,bensowi01
657514,Brennan Bernardino,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,bernabr01
676440,Tanner Bibee,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,bibeeta01
666182,Bo Bichette,SS,"6' 0""",72,"5'11""",71,"5'11""",71,-1,0,-1,bichebo01
656234,Jake Bird,P,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,birdja01
621112,Paul Blackburn,P,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,blackpa01
593428,Xander Bogaerts,SS,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,bogaexa01
621366,Ryan Borucki,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,borucry01
680742,Jonathan Bowlan,P,"6' 6""",78,"6'6""",78,"6'6""",78,0,0,0,bowlajo01
671212,Joe Boyle,P,"6' 7""",79,"6'8""",80,"6'8""",80,1,0,1,boylejo01
680694,Kyle Bradish,P,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,bradiky01
671737,Taj Bradley,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,bradlta01
666374,Matt Brash,P,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,brashma01
623211,Huascar Brazobán,P,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,brazohu01
641401,Connor Brogdon,P,"6' 6""",78,"6'6""",78,"6'6""",78,0,0,0,brogdco01
676962,Ben Brown,P,"6' 6""",78,"6'6""",78,"6'6""",78,0,0,0,brownbe02
686613,Hunter Brown,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,brownhu01
663460,Kris Bubic,P,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,bubickr01
621111,Walker Buehler,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,buehlwa01
607481,Aaron Bummer,P,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,bummeaa01
669394,Jake Burger,1B,"6' 2""",74,"6'0""",72,"6'0""",72,-2,0,-2,burgeja01
656271,Brock Burke,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,burkebr01
676475,Alec Burleson,1B,"6' 2""",74,"6'0""",72,"6'0""",72,-2,0,-2,burleal01
681347,Mike Burrows,P,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,redirect.fcgi?player=1&amp;mlb_ID=681347
665795,Edward Cabrera,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,cabreed02
669743,Alex Call,RF,"5' 11""",71,"5'11""",71,"5'11""",71,0,0,0,callal02
691406,Junior Caminero,3B,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,caminju01
669134,Luis Campusano,C,"5' 11""",71,"5'10""",70,"5'10""",70,-1,0,-1,campulu01
666974,Yennier Cano,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,canoye01
676282,Joey Cantillo,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,redirect.fcgi?player=1&amp;mlb_ID=676282
686527,Dominic Canzone,RF,"5' 11""",71,"6'0""",72,"6'0""",72,1,0,1,canzodo01
605170,Victor Caratini,C,"5' 11""",71,"6'0""",72,"6'0""",72,1,0,1,caratvi01
681481,Kerry Carpenter,RF,"6' 2""",74,"6'1""",73,"6'1""",73,-1,0,-1,carpeke01
682998,Corbin Carroll,RF,"5' 10""",70,"5'10""",70,"5'10""",70,0,0,0,carroco02
592206,Nick Castellanos,RF,"6' 4""",76,"6'3""",75,"6'3""",75,-1,0,-1,casteni01
622491,Luis Castillo,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,castilu02
650489,Willi Castro,LF,"6' 1""",73,"6'0""",72,"6'0""",72,-1,0,-1,castrwi01
676917,Cade Cavalli,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,cavalca01
656302,Dylan Cease,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,ceasedy01
677944,Slade Cecconi,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,ceccosl01
547973,Aroldis Chapman,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,chapmar01
656305,Matt Chapman,3B,"6' 0""",72,"6'1""",73,"6'1""",73,1,0,1,chapmma01
665862,Jazz Chisholm Jr.,2B,"5' 11""",71,"5'11""",71,"5'11""",71,0,0,0,chishja01
650644,Aaron Civale,P,"6' 2""",74,"6'1""",73,"6'1""",73,-1,0,-1,civalaa01
664076,Garrett Cleavinger,P,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,cleavga01
665019,Kody Clemens,2B,"6' 1""",73,"6'0""",72,"6'0""",72,-1,0,-1,clemeko01
624424,Michael Conforto,LF,"6' 1""",73,"5'11""",71,"5'11""",71,-2,0,-2,confomi01
661388,William Contreras,C,"5' 11""",71,"5'10""",70,"5'10""",70,-1,0,-1,contrwi02
621043,Carlos Correa,SS,"6' 4""",76,"6'3""",75,"6'3""",75,-1,0,-1,correca01
543056,Danny Coulombe,P,"5' 10""",70,"5'10""",70,"5'10""",70,0,0,0,couloda01
681297,Colton Cowser,LF,"6' 2""",74,"6'3""",75,"6'3""",75,1,0,1,cowseco01
681867,Cooper Criswell,P,"6' 6""",78,"6'6""",78,"6'6""",78,0,0,0,criswco01
676979,Garrett Crochet,P,"6' 6""",78,"6'6""",78,"6'6""",78,0,0,0,crochga01
691718,Pete Crow-Armstrong,CF,"5' 11""",71,"6'0""",72,"6'0""",72,1,0,1,crowape01
518585,Fernando Cruz,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,cruzfe01
665833,Oneil Cruz,CF,"6' 7""",79,"6'7""",79,"6'7""",79,0,0,0,cruzon01
