id,name,position,height_2024,inches_2024,old_height,old_inches,new_height,new_inches,change_24_25,change_25_26,total_change,br_id
656794,Sean Newcomb,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,newcose01
605400,Aaron Nola,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,nolaaa01
683083,Nasim Nuñez,SS,"5' 9""",69,"5'8""",68,"5'8""",68,-1,0,-1,nunezna01
676617,Riley O'Brien,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,obrieri01
656811,Ryan O'Hearn,1B,"6' 3""",75,"6'2""",74,"6'2""",74,-1,0,-1,ohearry01
681351,Logan O'Hoppe,C,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,ohopplo01
641927,Bailey Ober,P,"6' 9""",81,"6'9""",81,"6'9""",81,0,0,0,oberba01
595345,Steven Okert,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,okertst01
621566,Matt Olson,1B,"6' 5""",77,"6'4""",76,"6'4""",76,-1,0,-1,olsonma02
687401,Joey Ortiz,SS,"5' 9""",69,"5'10""",70,"5'10""",70,1,0,1,ortizjo06
681546,James Outman,CF,"6' 3""",75,"6'2""",74,"6'2""",74,-1,0,-1,outmaja01
670912,Johan Oviedo,P,"6' 5""",77,"6'6""",78,"6'6""",78,1,0,1,oviedjo01
542303,Marcell Ozuna,DH,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,ozunama01
663978,Chris Paddack,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,paddach01
641941,Emilio Pagán,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,paganem01
681624,Andy Pages,CF,"6' 0""",72,"6'1""",73,"6'1""",73,1,0,1,pagesan01
686780,Pedro Pagés,C,"6' 1""",73,"5'11""",71,"5'11""",71,-2,0,-2,redirect.fcgi?player=1&amp;mlb_ID=686780
694037,Daniel Palencia,P,"5' 11""",71,"5'11""",71,"5'11""",71,0,0,0,palenda01
669467,Andre Pallante,P,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,pallaan01
670623,Isaac Paredes,3B,"5' 11""",71,"5'11""",71,"5'11""",71,0,0,0,paredis01
686469,Vinnie Pasquantino,1B,"6' 4""",76,"6'3""",75,"6'3""",75,-1,0,-1,pasquvi01
688363,Graham Pauley,3B,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,paulegr01
606303,Joel Payamps,P,"6' 2""",74,"6'3""",75,"6'3""",75,1,0,1,payamjo01
592626,Joc Pederson,1B,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,pederjo01
642547,Freddy Peralta,P,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,peralfr01
593974,Wandy Peralta,P,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,peralwa01
672724,Oswald Peraza,3B,"6' 0""",72,"5'11""",71,"5'11""",71,-1,0,-1,perazos02
672695,Geraldo Perdomo,SS,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,perdoge01
677592,Everson Pereira,CF,"5' 11""",71,"5'11""",71,"5'11""",71,0,0,0,pereiev01
672335,Cionel Pérez,P,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,perezci01
691587,Eury Pérez,P,"6' 8""",80,"6'8""",80,"6'8""",80,0,0,0,perezeu02
663368,Blake Perkins,CF,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,perkibl01
656849,David Peterson,P,"6' 6""",78,"6'6""",78,"6'6""",78,0,0,0,peterda01
694297,Brandon Pfaadt,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,pfaadbr01
683175,Connor Phillips,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,phillco01
601713,Nick Pivetta,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,pivetni01
593871,Jorge Polanco,2B,"5' 11""",71,"6'0""",72,"6'0""",72,1,0,1,polanjo01
647315,Zach Pop,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,popza01
500779,Jose Quintana,P,"6' 1""",73,"6'2""",74,"6'2""",74,1,0,1,quintjo01
678882,Ceddanne Rafaela,CF,"5' 9""",69,"5'10""",70,"5'10""",70,1,0,1,rafaece01
666142,Cole Ragans,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,raganco01
663728,Cal Raleigh,C,"6' 3""",75,"6'2""",74,"6'2""",74,-1,0,-1,raleica01
548384,Brooks Raley,P,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,raleybr01
670042,Luke Raley,RF,"6' 4""",76,"6'3""",75,"6'3""",75,-1,0,-1,raleylu01
682663,Agustín Ramírez,C,"6' 0""",72,"6'1""",73,"6'1""",73,1,0,1,redirect.fcgi?player=1&amp;mlb_ID=682663
608070,José Ramírez,3B,"5' 9""",69,"5'8""",68,"5'8""",68,-1,0,-1,ramirjo01
670990,Yohan Ramírez,P,"6' 4""",76,"6'3""",75,"6'3""",75,-1,0,-1,ramiryo01
671218,Heliot Ramos,LF,"5' 11""",71,"5'11""",71,"5'11""",71,0,0,0,ramoshe02
656876,Drew Rasmussen,P,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,rasmudr01
592662,Robbie Ray,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,rayro02
607067,Colin Rea,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,reaco01
592663,J.T. Realmuto,C,"6' 1""",73,"6'0""",72,"6'0""",72,-1,0,-1,realmjt01
668804,Bryan Reynolds,RF,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,reynobr01
685005,Christian Roa,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,redirect.fcgi?player=1&amp;mlb_ID=685005
673357,Luis Robert Jr.,CF,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,roberlu01
677587,Brayan Rocchio,SS,"5' 10""",70,"5'9""",69,"5'9""",69,-1,0,-1,rocchbr01
573124,Taylor Rogers,P,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,rogerta01
669432,Trevor Rogers,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,rogertr01
643511,Tyler Rogers,P,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,rogerty01
605447,Jordan Romano,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,romanjo03
668941,JoJo Romero,P,"5' 11""",71,"5'11""",71,"5'11""",71,0,0,0,romerjo01
605452,Joe Ross,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,rossjo01
694738,Landen Roupp,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,rouppla01
657746,Joe Ryan,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,ryanjo04
519242,Chris Sale,P,"6' 6""",78,"6'6""",78,"6'6""",78,0,0,0,salech01
596142,Gary Sánchez,C,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,sanchga02
663485,Cole Sands,P,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,sandsco01
467793,Carlos Santana,1B,"5' 11""",71,"5'10""",70,"5'10""",70,-1,0,-1,santaca01
642701,Dennis Santana,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,santade01
694384,Nolan Schanuel,1B,"6' 4""",76,"6'2""",74,"6'2""",74,-2,0,-2,schanno01
453286,Max Scherzer,P,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,scherma01
669477,Casey Schmitt,3B,"6' 2""",74,"6'0""",72,"6'0""",72,-2,0,-2,schmica01
670167,John Schreiber,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,schrejo01
656941,Kyle Schwarber,LF,"6' 0""",72,"5'11""",71,"5'11""",71,-1,0,-1,schwaky01
656945,Tanner Scott,P,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,scottta01
543760,Marcus Semien,2B,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,semiema01
673540,Kodai Senga,P,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,sengako01
622608,Antonio Senzatela,P,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,senzaan01
623149,Paul Sewald,P,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,sewalpa01
686218,Emmet Sheehan,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,sheehem01
657757,Gavin Sheets,LF,"6' 5""",77,"6'3""",75,"6'3""",75,-2,0,-2,sheetga01
681217,Chase Silseth,P,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,silsech01
663903,Brady Singer,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,singebr01
694973,Paul Skenes,P,"6' 6""",78,"6'6""",78,"6'6""",78,0,0,0,skenepa01
669373,Tarik Skubal,P,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,skubata01
686580,Justin Slaten,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,slateju01
596103,Austin Slater,LF,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,slateau01
671922,Cade Smith,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,smithca06
669701,Josh Smith,SS,"5' 10""",70,"5'9""",69,"5'9""",69,-1,0,-1,smithjo11
656976,Pavin Smith,1B,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,smithpa04
669257,Will Smith,C,"5' 10""",70,"5'10""",70,"5'10""",70,0,0,0,smithwi05
666277,George Soriano,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,soriage01
667755,José Soriano,P,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,soriajo02
647336,Michael Soroka,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,sorokmi01
672820,Lenyn Sosa,2B,"6' 0""",72,"5'11""",71,"5'11""",71,-1,0,-1,sosale01
642397,Gregory Soto,P,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,sotogr01
665742,Juan Soto,RF,"6' 2""",74,"6'1""",73,"6'1""",73,-1,0,-1,sotoju01
642100,Gabe Speier,P,"5' 11""",71,"5'11""",71,"5'11""",71,0,0,0,speiega01
543807,George Springer,RF,"6' 3""",75,"6'1""",73,"6'1""",73,-2,0,-2,springe01
592773,Ryne Stanek,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,stanery01
668715,Spencer Steer,1B,"5' 11""",71,"5'9""",69,"5'9""",69,-2,0,-2,steersp01
663886,Tyler Stephenson,C,"6' 4""",76,"6'3""",75,"6'3""",75,-1,0,-1,stephty01
596115,Trevor Story,SS,"6' 2""",74,"6'1""",73,"6'1""",73,-1,0,-1,storytr01
621381,Matt Strahm,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,strahma01
553993,Eugenio Suárez,3B,"5' 11""",71,"5'11""",71,"5'11""",71,0,0,0,suareeu01
660761,José Suarez,P,"5' 10""",70,"5'10""",70,"5'10""",70,0,0,0,suarejo01
663158,Robert Suarez,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,suarero01
664954,Brett Sullivan,C,"5' 10""",70,"5'11""",71,"5'11""",71,1,0,1,sullibr01
642121,Cole Sulser,P,"6' 1""",73,"6'0""",72,"6'0""",72,-1,0,-1,sulseco01
608718,Brent Suter,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,suterbr01
621020,Dansby Swanson,SS,"6' 1""",73,"6'0""",72,"6'0""",72,-1,0,-1,swansda01
592791,Jameson Taillon,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,taillja01
665487,Fernando Tatis Jr.,RF,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,tatisfe02
665750,Leody Taveras,OF,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,taverle01
678906,Kai-Wei Teng,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,tengka01
573204,Caleb Thielbar,P,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,thielca01
677950,Alek Thomas,CF,"5' 11""",71,"5'9""",69,"5'9""",69,-2,0,-2,thomaal01
657041,Lane Thomas,CF,"6' 0""",72,"5'11""",71,"5'11""",71,-1,0,-1,thomala02
657044,Ryan Thompson,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,thompry02
623437,Justin Topa,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,topaju01
679529,Spencer Torkelson,1B,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,torkesp01
678662,Ezequiel Tovar,SS,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,tovarez01
595014,Blake Treinen,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,treinbl01
624431,Jose Trevino,C,"5' 10""",70,"5'9""",69,"5'9""",69,-1,0,-1,trevijo01
669707,Jared Triolo,SS,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,triolja01
607208,Trea Turner,SS,"6' 2""",74,"6'1""",73,"6'1""",73,-1,0,-1,turnetr01
602104,Ramón Urías,3B,"5' 10""",70,"5'9""",69,"5'9""",69,-1,0,-1,uriasra01
682842,Abner Uribe,P,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,uribeab01
664353,José Urquidy,P,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,urquijo01
664285,Framber Valdez,P,"5' 11""",71,"5'11""",71,"5'11""",71,0,0,0,valdefr01
672841,Carlos Vargas,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,vargaca01
545121,Ildemaro Vargas,2B,"6' 0""",72,"5'11""",71,"5'11""",71,-1,0,-1,vargail01
678246,Miguel Vargas,3B,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,vargami01
662139,Daulton Varsho,CF,"5' 8""",68,"5'8""",68,"5'8""",68,0,0,0,varshda01
681190,Randy Vásquez,P,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,vasqura02
683734,Andrew Vaughn,1B,"6' 0""",72,"5'10""",70,"5'10""",70,-2,0,-2,vaughan01
543877,Christian Vázquez,C,"5' 9""",69,"5'8""",68,"5'8""",68,-1,0,-1,vazquch01
434378,Justin Verlander,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,verlaju01
681911,Alex Vesia,P,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,vesiaal01
676684,Will Vest,P,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,vestwi01
668901,Mark Vientos,3B,"6' 4""",76,"6'3""",75,"6'3""",75,-1,0,-1,vientma01
678391,Jorbit Vivas,2B,"5' 10""",70,"5'9""",69,"5'9""",69,-1,0,-1,redirect.fcgi?player=1&amp;mlb_ID=678391
680767,Victor Vodnik,P,"6' 0""",72,"6'0""",72,"6'0""",72,0,0,0,vodnivi01
608379,Michael Wacha,P,"6' 6""",78,"6'6""",78,"6'6""",78,0,0,0,wachami01
572233,Christian Walker,1B,"6' 0""",72,"5'11""",71,"5'11""",71,-1,0,-1,walkech02
691023,Jordan Walker,RF,"6' 6""",78,"6'6""",78,"6'6""",78,0,0,0,walkejo02
676254,Ryan Walker,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,walkery01
592836,Taijuan Walker,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,walketa01
670242,Matt Wallner,RF,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,wallnma01
621493,Taylor Ward,LF,"6' 1""",73,"6'0""",72,"6'0""",72,-1,0,-1,wardta01
677960,Ryan Weathers,P,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,weathry01
596133,Luke Weaver,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,weavelu01
657097,Jacob Webb,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,webbja01
669711,Greg Weissert,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,weissgr01
669224,Austin Wells,C,"6' 2""",74,"6'1""",73,"6'1""",73,-1,0,-1,wellsau01
669330,Tyler Wells,P,"6' 8""",80,"6'8""",80,"6'8""",80,0,0,0,wellsty01
676477,Garrett Whitlock,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,whitlga01
686894,Joey Wiemer,LF,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,wiemejo01
642207,Devin Williams,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,willide03
668909,Gavin Williams,P,"6' 6""",78,"6'6""",78,"6'6""",78,0,0,0,williga01
668390,Cole Winn,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,winnco01
676775,Keaton Winn,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,winnke01
691026,Masyn Winn,SS,"5' 11""",71,"5'9""",69,"5'9""",69,-2,0,-2,winnma01
677951,Bobby Witt Jr.,SS,"6' 1""",73,"6'1""",73,"6'1""",73,0,0,0,wittbo02
657136,Connor Wong,C,"6' 1""",73,"5'10""",70,"5'10""",70,-3,0,-3,wongco01
693433,Bryan Woo,P,"6' 2""",74,"6'2""",74,"6'2""",74,0,0,0,woobr01
605540,Brandon Woodruff,P,"6' 4""",76,"6'4""",76,"6'4""",76,0,0,0,woodrbr01
680573,Simeon Woods Richardson,P,"6' 3""",75,"6'3""",75,"6'3""",75,0,0,0,woodssi01
808967,Yoshinobu Yamamoto,P,"5' 10""",70,"5'10""",70,"5'10""",70,0,0,0,yamamyo01
642232,Ryan Yarbrough,P,"6' 5""",77,"6'5""",77,"6'5""",77,0,0,0,yarbrry01
807799,Masataka Yoshida,LF,"5' 8""",68,"5'8""",68,"5'8""",68,0,0,0,yoshima02
696285,Jacob Young,CF,"5' 11""",71,"5'11""",71,"5'11""",71,0,0,0,youngja03
664141,JT Brubaker,P,"6' 3""",75,"6'3""",75,"6'4""",76,0,1,1,brubajt01
600869,Jeimer Candelario,3B,"6' 2""",74,"6'0""",72,"6'1""",73,-2,1,-1,candeje01
676391,Ernie Clement,3B,"6' 0""",72,"5'11""",71,"6'0""",72,-1,1,0,clemeer01
682829,Elly De La Cruz,SS,"6' 5""",77,"6'5""",77,"6'6""",78,0,1,1,delacel01
669364,Xavier Edwards,SS,"5' 10""",70,"5'8""",68,"5'9""",69,-2,1,-1,edwarxa01
686217,Sal Frelick,RF,"5' 8""",68,"5'8""",68,"5'9""",69,0,1,1,frelisa01
472610,Luis García,P,"6' 2""",74,"6'1""",73,"6'2""",74,-1,1,0,garcilu03
543309,Kyle Higashioka,C,"6' 1""",73,"6'0""",72,"6'1""",73,-1,1,0,higasky01
605288,Adrian Houser,P,"6' 3""",75,"6'3""",75,"6'4""",76,0,1,1,housead01
643376,Danny Jansen,C,"6' 2""",74,"6'1""",73,"6'2""",74,-1,1,0,janseda01
666397,Edouard Julien,2B,"6' 0""",72,"6'0""",72,"6'1""",73,0,1,1,julieed01
664238,Dylan Moore,2B,"6' 0""",72,"6'0""",72,"6'1""",73,0,1,1,mooredy01
660271,Shohei Ohtani,TWP,"6' 4""",76,"6'3""",75,"6'4""",76,-1,1,0,ohtansh01
677594,Julio Rodríguez,CF,"6' 3""",75,"6'3""",75,"6'4""",76,0,1,1,rodriju01
608369,Corey Seager,SS,"6' 4""",76,"6'3""",75,"6'4""",76,-1,1,0,seageco01
668930,Brice Turang,2B,"6' 0""",72,"5'11""",71,"6'0""",72,-1,1,0,turanbr02
657277,Logan Webb,P,"6' 1""",73,"6'1""",73,"6'2""",74,0,1,1,webblo01
592885,Christian Yelich,LF,"6' 3""",75,"6'3""",75,"6'4""",76,0,1,1,yelicch01
